order_no,status,datetime,outlet,service_type,service_number,sale_date,shift,terminal,placed_by,closed_by,table_info,items,discount_type,discount_amount,total
016653,Completed,04-06-2026 08:38:32 PM,Default Outlet,Dine-in,# 11,04-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken (qty: 1) + Small (৳199.00) | Fresh Water (qty: 1),,,219.00
016652,Completed,04-06-2026 07:41:54 PM,Default Outlet,Dine-in,# 9,04-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 4,BBQ &amp; Sausage Combo Offer 9” (qty: 1) | Soft Drinks (qty: 1),,,564.00
016651,Completed,04-06-2026 07:41:39 PM,Default Outlet,Dine-in,# 8,04-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 8,Two Flavour Mixed (qty: 1) + Medium (৳300.00) | Fresh Water (qty: 1),,,320.00
016650,Completed,04-06-2026 07:32:57 PM,Default Outlet,Dine-in,# 7,04-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken (qty: 1) + Large (৳399.00),,,399.00
016649,Completed,04-06-2026 06:28:28 PM,Default Outlet,Dine-in,# 3,04-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 6,Classic Meat Box (qty: 1) | French Fry (qty: 1) | Hot Coffee (qty: 1) | Fresh Water (qty: 1),,,429.00
016648,Completed,04-06-2026 06:24:58 PM,Default Outlet,Delivery,# 4,04-06-2026,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Small (৳200.00) | BBQ Pizza 9&quot;+ 4 Pieces Lolipop+ French Fry (qty: 1),,,650.00
016647,Completed,04-06-2026 06:10:59 PM,Default Outlet,Dine-in,# 2,04-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,B.B.Q Meat Box (qty: 2),,,458.00
016646,Completed,03-06-2026 11:03:33 PM,Default Outlet,Delivery,# 11,03-06-2026,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Large (৳400.00),,,400.00
016645,Completed,03-06-2026 09:34:33 PM,Default Outlet,Delivery,# 8,03-06-2026,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Large (৳400.00),,,400.00
016644,Completed,03-06-2026 09:34:26 PM,Default Outlet,Delivery,# 7,03-06-2026,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Medium (৳300.00),,,300.00
016643,Completed,03-06-2026 09:29:31 PM,Default Outlet,Dine-in,# 10,03-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ &amp; Sausage Combo Offer 12” (qty: 1) | Soft Drinks (qty: 4),,,870.00
016642,Completed,03-06-2026 09:12:09 PM,Default Outlet,Dine-in,# 9,03-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 4,Two Flavour Mixed (qty: 1) + Large (৳400.00),,,400.00
016641,Completed,03-06-2026 08:44:49 PM,Default Outlet,Dine-in,# 6,03-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 6,Corridor Special Pizza (qty: 1) + Large (৳595.00) | Fresh Water (qty: 1),,,615.00
016640,Completed,03-06-2026 08:19:37 PM,Default Outlet,Dine-in,# 5,03-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,Mexican Hot (qty: 1) + Large (৳395.00) | Regular Pasta (qty: 1) | Soft Drinks (qty: 4),,,695.00
016639,Completed,03-06-2026 07:43:37 PM,Default Outlet,Takeaway,# 4,03-06-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Combo Offer 9” (qty: 1),,,539.00
016638,Completed,03-06-2026 06:16:12 PM,Default Outlet,Takeaway,# 3,03-06-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Medium (৳299.00),,,299.00
016637,Completed,03-06-2026 06:03:29 PM,Default Outlet,Delivery,# 2,03-06-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Large (৳399.00),,,399.00
016636,Completed,03-06-2026 02:06:44 PM,Default Outlet,Dine-in,# 1,03-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 6,Two Flavour Mixed (qty: 1) + Small (৳200.00) | Chocolate Cold Coffee (qty: 1),,,280.00
016635,Completed,02-06-2026 09:08:54 PM,Default Outlet,Dine-in,# 13,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,All in one Chicken (qty: 1) + Medium (৳355.00) | Potato Masala Wedges (qty: 1) | Chocolate Cold Coffee (qty: 1) | Soft Drinks (qty: 1) | Extra Cheese (qty: 1) | Fresh Water (qty: 1),,,629.00
016634,Completed,02-06-2026 09:07:45 PM,Default Outlet,Dine-in,# 14,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 2,BBQ Chicken (qty: 1) + Medium (৳299.00) | Soft Drinks (qty: 2),,,349.00
016633,Completed,02-06-2026 09:04:14 PM,Default Outlet,Dine-in,# 16,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,Two Flavour Mixed (qty: 1) + Large (৳400.00) | Fresh Water (qty: 1),,,420.00
016632,Completed,02-06-2026 08:43:49 PM,Default Outlet,Dine-in,# 12,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken (qty: 1) + Large (৳399.00) | Soft Drinks (qty: 2) | Fresh Water (qty: 1),,,469.00
016631,Completed,02-06-2026 08:43:21 PM,Default Outlet,Delivery,# 10,02-06-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Large (৳399.00) | Garlic Mayonnaise (qty: 2),,,429.00
016630,Completed,02-06-2026 08:25:32 PM,Default Outlet,Dine-in,# 11,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ &amp; Sausage Combo Offer 12” (qty: 1) | Fresh Water (qty: 2),,,810.00
016629,Completed,02-06-2026 07:35:38 PM,Default Outlet,Dine-in,# 9,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 4,Two Flavour Mixed (qty: 1) + Medium (৳300.00),,,300.00
016628,Completed,02-06-2026 07:02:00 PM,Default Outlet,Dine-in,# 7,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Mexican Hot (qty: 1) + Medium (৳295.00) | Soft Drinks (qty: 1),,,320.00
016627,Completed,02-06-2026 06:43:09 PM,Default Outlet,Dine-in,# 6,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 8,Two Flavour Mixed (qty: 1) + Medium (৳300.00) | Soft Drinks (qty: 2),,,350.00
016626,Completed,02-06-2026 06:39:31 PM,Default Outlet,Dine-in,# 8,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 4,Regular Pasta (qty: 1) | Fresh Water (qty: 1),,,220.00
016625,Completed,02-06-2026 06:17:50 PM,Default Outlet,Dine-in,# 5,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,Two Flavour Mixed (qty: 1) + Medium (৳300.00),,,300.00
016624,Completed,02-06-2026 05:25:15 PM,Default Outlet,Dine-in,# 4,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,Cheesy Rice Bowl (qty: 1),Staff Discount,20.00,100.00
016623,Completed,02-06-2026 03:25:16 PM,Default Outlet,Dine-in,# 3,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 4,Soft Drinks (qty: 4),,,100.00
016622,Completed,02-06-2026 03:16:24 PM,Default Outlet,Dine-in,# 2,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 4,Cheesy Rice Bowl (qty: 5) | Crispy Rice Bowl (qty: 1),,,720.00
016621,Deleted,02-06-2026 02:13:03 PM,Default Outlet,Dine-in,# 1,02-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 4,Cheesy Rice Bowl (qty: 6) | Crispy Rice Bowl (qty: 1),,,840.00
016620,Completed,01-06-2026 11:02:15 PM,Default Outlet,Dine-in,# 14,01-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 2,Two Flavour Mixed (qty: 1) + Medium (৳300.00),,,300.00
016619,Completed,01-06-2026 10:12:39 PM,Default Outlet,Dine-in,# 13,01-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Chocolate Cold Coffee (qty: 1) | Crispy Rice Bowl (qty: 1),,,200.00
016618,Completed,01-06-2026 09:33:59 PM,Default Outlet,Takeaway,# 12,01-06-2026,Default Shift,Default Terminal,Admin,Admin,,Corridor Special Pizza (qty: 1) + Large (৳595.00),,,595.00
016617,Completed,01-06-2026 07:12:42 PM,Default Outlet,Dine-in,# 11,01-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Cheesy Chicken Nachos (qty: 1) | Vanilla Shake (qty: 1) | Chocolate Milk Shake (qty: 1),,,440.00
016616,Completed,01-06-2026 07:01:47 PM,Default Outlet,Dine-in,# 9,01-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 6,Cheesy Chicken Nachos (qty: 1) | Fresh Water (qty: 1) | Chicken Lolipop 6pc (qty: 1) | Chicken Chowmein 1:2 (qty: 1),,,560.00
016615,Completed,01-06-2026 06:13:59 PM,Default Outlet,Dine-in,# 6,01-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken (qty: 1) + Large (৳399.00) | Regular Pasta (qty: 1) | Soft Drinks (qty: 2),,,649.00
016614,Deleted,01-06-2026 06:12:10 PM,Default Outlet,Dine-in,# 4,01-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Potato Masala Wedges (qty: 1) + Large (৳399.00) | Fresh Water (qty: 1) | BBQ Chicken (qty: 1) | Regular Pasta (qty: 1) | Soft Drinks (qty: 2),,,768.00
016613,Completed,01-06-2026 05:30:13 PM,Default Outlet,Dine-in,# 8,01-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Potato Masala Wedges (qty: 1) | Fresh Water (qty: 1),,,119.00
016612,Completed,01-06-2026 03:19:22 PM,Default Outlet,Dine-in,# 1,01-06-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Chicken (qty: 1) + Medium (৳299.00) | Vanilla Shake (qty: 1) | Chocolate Cold Coffee (qty: 1) | French fry+ Lolipop (qty: 1),,,698.00
016611,Completed,31-05-2026 10:35:25 PM,Default Outlet,Delivery,# 14,31-05-2026,Default Shift,Default Terminal,Admin,Admin,,Chicken Sausage (qty: 1) + Large (৳389.00),,,389.00
016610,Completed,31-05-2026 09:13:37 PM,Default Outlet,Dine-in,# 13,31-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Two Flavour Mixed (qty: 1) + Large (৳400.00),,,400.00
016609,Completed,31-05-2026 09:05:21 PM,Default Outlet,Dine-in,# 11,31-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 4,Arabian Combo (qty: 2) | Soft Drinks (qty: 2),Staff Discount,40.00,530.00
016608,Completed,31-05-2026 08:52:00 PM,Default Outlet,Dine-in,# 8,31-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,Double Cheese Pizza (qty: 1) + Small (৳215.00),,,215.00
016607,Completed,31-05-2026 08:36:25 PM,Default Outlet,Takeaway,# 12,31-05-2026,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Large (৳400.00),,,400.00
016606,Completed,31-05-2026 08:36:11 PM,Default Outlet,Dine-in,# 9,31-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 6,Two Flavour Mixed (qty: 1) + Medium (৳300.00) | Chocolate Cold Coffee (qty: 1),,,380.00
016605,Completed,31-05-2026 08:29:56 PM,Default Outlet,Delivery,# 7,31-05-2026,Default Shift,Default Terminal,Admin,Admin,,Cheesy Chicken Nachos (qty: 1),,,190.00
016604,Completed,31-05-2026 08:04:10 PM,Default Outlet,Dine-in,# 5,31-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Potato Masala Wedges (qty: 1) | BBQ Pizza 9&quot;+ 4 Pieces Lolipop+ French Fry (qty: 1) | Fresh Water (qty: 2),,,589.00
016603,Completed,31-05-2026 08:03:25 PM,Default Outlet,Delivery,# 6,31-05-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Medium (৳299.00),,,299.00
016602,Completed,31-05-2026 06:48:06 PM,Default Outlet,Delivery,# 3,31-05-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 2) + Large (৳399.00) | Extra Cheese (qty: 2),,,898.00
016601,Completed,31-05-2026 06:36:15 PM,Default Outlet,Dine-in,# 4,31-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken (qty: 1) + Medium (৳299.00) | Potato Masala Wedges (qty: 1) | Soft Drinks (qty: 2),,,448.00
016600,Completed,31-05-2026 05:23:41 PM,Default Outlet,Dine-in,# 1,31-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 8,Vanilla Shake (qty: 1) | Chocolate Milk Shake (qty: 1),,,250.00
016599,Completed,31-05-2026 03:44:14 PM,Default Outlet,Dine-in,# 2,31-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 6,Regular Pasta (qty: 1) | Chocolate Cold Coffee (qty: 2),,,360.00
016598,Completed,30-05-2026 10:39:21 PM,Default Outlet,Dine-in,# 7,30-05-2026,Default Shift,Default Terminal,Admin,Admin,,Crispy Rice Bowl (qty: 3),,,360.00
016597,Completed,30-05-2026 09:41:21 PM,Default Outlet,Dine-in,# 6,30-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 4,Naga Chicken Baked (qty: 2) | White Sauce Pasta (qty: 1) | Chocolate Cold Coffee (qty: 2) | Chocolate Milk Shake (qty: 4) | Fresh Water (qty: 1),,,"1,300.00"
016596,Completed,30-05-2026 08:53:58 PM,Default Outlet,Dine-in,# 4,30-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,Arabian Combo (qty: 1) + Medium (৳299.00) | Chocolate Cold Coffee (qty: 1) | BBQ Chicken (qty: 1),,,639.00
016595,Completed,30-05-2026 08:45:46 PM,Default Outlet,Dine-in,# 5,30-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 6,Chicken Sausage (qty: 1) + Large (৳389.00),,,389.00
016594,Completed,30-05-2026 08:14:27 PM,Default Outlet,Dine-in,# 3,30-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 5,Chocolate Milk Shake (qty: 1) | French Fry (qty: 1),,,250.00
016593,Completed,30-05-2026 07:53:44 PM,Default Outlet,Dine-in,# 2,30-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken (qty: 1) + Small (৳199.00) | Corridor Special Pizza (qty: 1) + Large (৳595.00) | Vanilla Shake (qty: 1) | Fresh Water (qty: 1) | Chocolate Milk Shake (qty: 1) | Soft Drinks (qty: 1),,,"1,089.00"
016592,Completed,30-05-2026 06:52:57 PM,Default Outlet,Delivery,# 1,30-05-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ Pizza 9&quot;+ 4 Pieces Lolipop+ Sausage Fry (qty: 1) | Fresh Water (qty: 1),,,440.00
016591,Completed,27-05-2026 10:18:43 PM,Default Outlet,Delivery,# 15,27-05-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 2) + Small (৳199.00),,,398.00
016590,Completed,27-05-2026 09:54:32 PM,Default Outlet,Delivery,# 13,27-05-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Large (৳399.00),,,399.00
016589,Deleted,27-05-2026 09:54:17 PM,Default Outlet,Takeaway,# 14,27-05-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 2) + Small (৳199.00),Staff Discount,30.00,368.00
016588,Completed,27-05-2026 09:22:32 PM,Default Outlet,Dine-in,# 11,27-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken (qty: 1) + Small (৳199.00) | Fresh Water (qty: 1),Staff Discount,30.00,189.00
016587,Completed,27-05-2026 07:15:56 PM,Default Outlet,Delivery,# 10,27-05-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Combo Offer 9” (qty: 1),,,539.00
016586,Completed,27-05-2026 07:15:44 PM,Default Outlet,Delivery,# 8,27-05-2026,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Medium (৳300.00) | Onion Star (qty: 1) + Medium (৳335.00),Staff Discount,95.00,540.00
016585,Completed,27-05-2026 06:44:02 PM,Default Outlet,Dine-in,# 9,27-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 8,Two Flavour Mixed (qty: 1) + Small (৳200.00) | Soft Drinks (qty: 2),,,250.00
016584,Completed,27-05-2026 06:23:52 PM,Default Outlet,Dine-in,# 7,27-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Crispy Rice Bowl (qty: 1) | Chocolate Cold Coffee (qty: 1),,,200.00
016583,Completed,27-05-2026 05:28:08 PM,Default Outlet,Takeaway,# 6,27-05-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Combo Offer 9” (qty: 1),,,539.00
016582,Completed,27-05-2026 05:24:36 PM,Default Outlet,Delivery,# 3,27-05-2026,Default Shift,Default Terminal,Admin,Admin,,Cheesy Rice Bowl (qty: 4),,,480.00
016581,Completed,27-05-2026 05:24:22 PM,Default Outlet,Takeaway,# 5,27-05-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 4) + Small (৳199.00),,,796.00
016580,Completed,27-05-2026 02:06:06 PM,Default Outlet,Dine-in,# 1,27-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Chicken Chili Rice Bowl (qty: 1) | Arabian Combo (qty: 1) | Soft Drinks (qty: 1),Staff Discount,10.00,395.00
016579,Completed,27-05-2026 01:51:34 PM,Default Outlet,Takeaway,# 2,27-05-2026,Default Shift,Default Terminal,Admin,Admin,,Chicken onion Platter (qty: 2),,,398.00
016578,Completed,26-05-2026 10:54:15 PM,Default Outlet,Delivery,# 10,26-05-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ &amp; Sausage Combo Offer 12” (qty: 1),,,770.00
016577,Completed,26-05-2026 10:35:06 PM,Default Outlet,Dine-in,# 12,26-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Two Flavour Mixed (qty: 1) + Large (৳400.00) | Soft Drinks (qty: 2),,,450.00
016576,Completed,26-05-2026 09:45:36 PM,Default Outlet,Takeaway,# 9,26-05-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 1) + Small (৳199.00),Staff Discount,30.00,169.00
016575,Completed,26-05-2026 09:41:03 PM,Default Outlet,Dine-in,# 7,26-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken (qty: 1) + Large (৳399.00) | Chicken Lolipop 6pc (qty: 1) | Chocolate Cold Coffee (qty: 2),Staff Discount,30.00,699.00
016574,Completed,26-05-2026 09:36:59 PM,Default Outlet,Dine-in,# 6,26-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Pizza 9&quot;+ 4 Pieces Lolipop+ Sausage Fry (qty: 1) | Soft Drinks (qty: 1),,,445.00
016573,Completed,26-05-2026 09:28:14 PM,Default Outlet,Dine-in,# 8,26-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 8,BBQ Chicken (qty: 1) + Large (৳399.00),Staff Discount,30.00,369.00
016572,Completed,26-05-2026 09:06:13 PM,Default Outlet,Delivery,# 5,26-05-2026,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Large (৳400.00),,,400.00
016571,Completed,26-05-2026 08:47:16 PM,Default Outlet,Delivery,# 1,26-05-2026,Default Shift,Default Terminal,Admin,Admin,,Pizza Blast (qty: 1) + 12” (৳399.00),,,399.00
016570,Completed,26-05-2026 06:41:25 PM,Default Outlet,Dine-in,# 3,26-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,All in one Chicken (qty: 1) + Medium (৳355.00) | Fresh Water (qty: 1),,,375.00
016569,Completed,26-05-2026 06:24:03 PM,Default Outlet,Dine-in,# 2,26-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,Two Flavour Mixed (qty: 1) + Large (৳400.00),,,400.00
016568,Completed,25-05-2026 08:13:31 PM,Default Outlet,Delivery,# 8,25-05-2026,Default Shift,Default Terminal,Admin,Admin,,"Two Flavour Mixed (qty: 1) + Medium (৳300.00) | Classic Meatball Pizza (qty: 1) + 12"" (৳665.00) | Chicken Pop (qty: 1)",Staff Discount,300.00,815.00
016567,Completed,25-05-2026 07:49:19 PM,Default Outlet,Dine-in,# 7,25-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Chicken Sausage (qty: 1) + Large (৳389.00) | Potato Masala Wedges (qty: 1) | Soft Drinks (qty: 3),,,563.00
016566,Completed,25-05-2026 06:32:41 PM,Default Outlet,Dine-in,# 6,25-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,Two Flavour Mixed (qty: 1) + Small (৳200.00) | Chocolate Cold Coffee (qty: 1),,,280.00
016565,Completed,25-05-2026 06:06:51 PM,Default Outlet,Dine-in,# 5,25-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 6,BBQ Chicken (qty: 1) + Small (৳199.00) | Classic Meat Box (qty: 1),Staff Discount,30.00,388.00
016564,Completed,25-05-2026 05:25:43 PM,Default Outlet,Delivery,# 3,25-05-2026,Default Shift,Default Terminal,Admin,Admin,,BBQ Chicken (qty: 3) + Small (৳199.00),Staff Discount,90.00,507.00
016563,Completed,25-05-2026 05:25:34 PM,Default Outlet,Dine-in,# 4,25-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Chocolate Milk Shake (qty: 2),,,260.00
016562,Completed,25-05-2026 04:37:12 PM,Default Outlet,Dine-in,# 2,25-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,BBQ Chicken (qty: 1) + Large (৳399.00) | Fresh Water (qty: 1),,,419.00
016561,Completed,25-05-2026 04:01:23 PM,Default Outlet,Takeaway,# 1,25-05-2026,Default Shift,Default Terminal,Admin,Admin,,Corridor Special Pizza (qty: 1) + Large (৳595.00),,,595.00
016560,Completed,24-05-2026 09:36:47 PM,Default Outlet,Dine-in,# 11,24-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Corridor Special Pizza (qty: 1) + Large (৳595.00) | Chocolate Cold Coffee (qty: 2),,,755.00
016559,Completed,24-05-2026 08:38:30 PM,Default Outlet,Dine-in,# 8,24-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,BBQ Pizza 9&quot;+ 4 Pieces Lolipop+ French Fry (qty: 1) | Soft Drinks (qty: 3),,,525.00
016558,Completed,24-05-2026 08:29:55 PM,Default Outlet,Dine-in,# 10,24-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 6,Chicken Sausage (qty: 1) + Large (৳389.00) | Soft Drinks (qty: 2),,,439.00
016557,Completed,24-05-2026 08:16:52 PM,Default Outlet,Takeaway,# 9,24-05-2026,Default Shift,Default Terminal,Admin,Admin,,Two Flavour Mixed (qty: 1) + Large (৳400.00),,,400.00
016556,Completed,24-05-2026 07:54:24 PM,Default Outlet,Dine-in,# 7,24-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Chicken Sausage (qty: 1) + Small (৳189.00) | Fresh Water (qty: 1) | Chocolate Cold Coffee (qty: 1),,,289.00
016555,Completed,24-05-2026 07:50:43 PM,Default Outlet,Dine-in,# 6,24-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 4,Two Flavour Mixed (qty: 1) + Medium (৳300.00) | Fresh Water (qty: 1),,,320.00
016554,Completed,24-05-2026 07:44:43 PM,Default Outlet,Dine-in,# 5,24-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,Pizza Blast (qty: 1) + 9” (৳299.00),,,299.00
016553,Completed,24-05-2026 07:10:42 PM,Default Outlet,Dine-in,# 4,24-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 3,Chicken Sausage (qty: 1) + Small (৳189.00) | Chicken Pop (qty: 1),,,339.00
016552,Completed,24-05-2026 06:30:57 PM,Default Outlet,Dine-in,# 3,24-05-2026,Default Shift,Default Terminal,Admin,Admin,Table 1,Pizza Italian (qty: 1) + Large (৳425.00) | Fresh Water (qty: 1) | Soft Drinks (qty: 1),,,470.00
